Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	14:18:31
Device ID	LBE247_ID301XR1000Oct
N	2
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,9775171065.494,11299435028.249
    1,  0.100,9823182711.198,11235955056.180
    2,  0.200,9950248756.219,11441647597.254
    3,  0.300,10940919037.199,12500000000.000
    4,  0.400,12376237623.762,13986013986.014
    5,  0.500,14858841010.401,16666666666.667
    6,  0.600,17574692442.882,19880715705.765
    7,  0.700,20964360587.002,23584905660.377
    8,  0.800,24096385542.169,26954177897.574
    9,  0.900,26041666666.667,28409090909.091
   10,  1.000,32258064516.129,34129692832.765
   11,  1.100,35087719298.246,36363636363.636
   12,  1.200,39525691699.605,42735042735.043
   13,  1.300,46728971962.617,48543689320.388
   14,  1.400,49504950495.050,51282051282.051
   15,  1.500,54347826086.957,53475935828.877
   16,  1.400,50761421319.797,48780487804.878
   17,  1.300,49019607843.137,49504950495.050
   18,  1.200,48309178743.961,51546391752.577
   19,  1.100,46728971962.617,49751243781.095
   20,  1.000,46728971962.617,49504950495.050
   21,  0.900,46948356807.512,49019607843.137
   22,  0.800,47393364928.910,48780487804.878
   23,  0.700,47393364928.910,48780487804.878
   24,  0.600,48780487804.878,50000000000.000
   25,  0.500,47619047619.048,49019607843.137
   26,  0.400,48543689320.388,48076923076.923
   27,  0.300,46511627906.977,48780487804.878
   28,  0.200,47619047619.048,49019607843.137
   29,  0.100,46948356807.512,48543689320.388
   30,  0.000,47846889952.153,48543689320.388
   31,  0.000,45871559633.028,49261083743.842
   32, -0.100,45871559633.028,49261083743.842
   33, -0.200,46728971962.617,48543689320.388
   34, -0.300,45045045045.045,45662100456.621
   35, -0.400,35971223021.583,39840637450.199
   36, -0.500,19920318725.100,23980815347.722
   37, -0.600,10405827263.267,13157894736.842
   38, -0.700,8216926869.351,10570824524.313
   39, -0.800,8143322475.570,9643201542.912
   40, -0.900,7993605115.907,9293680297.398
   41, -1.000,7627765064.836,8960573476.703
   42, -1.100,6531678641.411,8250825082.508
   43, -1.200,6373486297.004,7961783439.490
   44, -1.300,6341154090.044,7782101167.315
   45, -1.400,6142506142.506,7570022710.068
   46, -1.500,6531678641.411,7627765064.836
   47, -1.400,6242197253.433,7434944237.918
   48, -1.300,6426735218.509,7570022710.068
   49, -1.200,6075334143.378,7396449704.142
   50, -1.100,6049606775.560,7396449704.142
   51, -1.000,6157635467.980,7390983000.739
   52, -0.900,6273525721.455,7401924500.370
   53, -0.800,6277463904.583,7423904974.016
   54, -0.700,6242197253.433,7418397626.113
   55, -0.600,6142506142.506,7390983000.739
   56, -0.500,6439150032.196,7501875468.867
   57, -0.400,6455777921.240,7564296520.424
   58, -0.300,6523157208.089,7651109410.865
   59, -0.200,6527415143.603,7633587786.260
   60, -0.100,6544502617.801,7645259938.838
   61,  0.000,6553079947.575,7633587786.260
   62,  0.000,6583278472.679,7662835249.042
   63,  0.100,6587615283.267,7710100231.303
   64,  0.200,6688963210.702,7782101167.315
   65,  0.300,7423904974.016,8591065292.096
   66,  0.400,8445945945.946,9718172983.479
   67,  0.500,10172939979.654,11534025374.856
   68,  0.600,11682242990.654,13157894736.842
   69,  0.700,13568521031.208,15290519877.676
   70,  0.800,14992503748.126,16750418760.469
   71,  0.900,17361111111.111,19569471624.266
   72,  1.000,18382352941.176,20449897750.511
   73,  1.100,20661157024.793,22988505747.126
   74,  1.200,22522522522.523,24691358024.691
   75,  1.300,25062656641.604,27100271002.710
   76,  1.400,27932960893.855,31948881789.137
