Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	15:12:10
Device ID	LBE247_ID301XR1000Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,4.000000,0.000000,-4.000000,0.100000,0.000000020,0.000000020,0.000005000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-6s-4V-m4V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,3532320734.723,3843197540.354
    1,  0.100,3534817956.875,3831417624.521
    2,  0.200,3533568904.594,3832886163.281
    3,  0.300,3531073446.328,3829950210.647
    4,  0.400,3542330853.702,3837298541.827
    5,  0.500,3541076487.252,3841721091.049
    6,  0.600,3556187766.714,3858024691.358
    7,  0.700,3563791874.555,3889537145.080
    8,  0.800,3601008282.319,3968253968.254
    9,  0.900,3673769287.289,4012841091.493
   10,  1.000,3741114852.226,4110152075.627
   11,  1.100,3906250000.000,4293688278.231
   12,  1.200,3966679888.933,4387889425.186
   13,  1.300,4743833017.078,5202913631.634
   14,  1.400,5564830272.677,6049606775.560
   15,  1.500,6381620931.717,6954102920.723
   16,  1.600,7215007215.007,7923930269.414
   17,  1.700,8326394671.107,8968609865.471
   18,  1.800,9587727708.533,10245901639.344
   19,  1.900,11061946902.655,11947431302.270
   20,  2.000,12531328320.802,13175230566.535
   21,  2.100,14409221902.017,15174506828.528
   22,  2.200,15698587127.159,16420361247.947
   23,  2.300,16778523489.933,17513134851.138
   24,  2.400,17543859649.123,18115942028.986
   25,  2.500,18382352941.176,18939393939.394
   26,  2.600,19569471624.266,19267822736.031
   27,  2.700,20366598778.004,20790020790.021
   28,  2.800,21459227467.811,21551724137.931
   29,  2.900,20661157024.793,21276595744.681
   30,  3.000,23529411764.706,23419203747.073
   31,  3.100,24570024570.025,24330900243.309
   32,  3.200,26525198938.992,25839793281.654
   33,  3.300,26041666666.667,25380710659.898
   34,  3.400,26881720430.108,26881720430.108
   35,  3.500,27247956403.270,26246719160.105
   36,  3.600,26041666666.667,26737967914.439
   37,  3.700,27855153203.343,27397260273.973
   38,  3.800,28490028490.028,26809651474.531
   39,  3.900,27700831024.931,26881720430.108
   40,  4.000,28169014084.507,28011204481.793
   41,  3.900,27855153203.343,24875621890.547
   42,  3.800,27100271002.710,26315789473.684
   43,  3.700,26246719160.105,25575447570.332
   44,  3.600,26246719160.105,26109660574.413
   45,  3.500,26385224274.406,25974025974.026
   46,  3.400,26178010471.204,26595744680.851
   47,  3.300,25906735751.295,26525198938.992
   48,  3.200,25773195876.289,25906735751.295
   49,  3.100,25839793281.654,25906735751.295
   50,  3.000,26109660574.413,25706940874.036
   51,  2.900,26315789473.684,25974025974.026
   52,  2.800,26041666666.667,26041666666.667
   53,  2.700,26315789473.684,26809651474.531
   54,  2.600,26954177897.574,27027027027.027
   55,  2.500,27027027027.027,27100271002.710
   56,  2.400,27027027027.027,27173913043.478
   57,  2.300,27397260273.973,27472527472.527
   58,  2.200,27322404371.585,26954177897.574
   59,  2.100,27472527472.527,26809651474.531
   60,  2.000,27700831024.931,26809651474.531
   61,  1.900,27322404371.585,26737967914.439
   62,  1.800,27932960893.855,27548209366.391
   63,  1.700,27932960893.855,27700831024.931
   64,  1.600,28409090909.091,27322404371.585
   65,  1.500,28248587570.621,26809651474.531
   66,  1.400,27700831024.931,27027027027.027
   67,  1.300,28328611898.017,27100271002.710
   68,  1.200,28248587570.621,27548209366.391
   69,  1.100,28490028490.028,27247956403.270
   70,  1.000,28490028490.028,28089887640.449
   71,  0.900,28011204481.793,27548209366.391
   72,  0.800,28490028490.028,27700831024.931
   73,  0.700,28818443804.035,27855153203.343
   74,  0.600,29239766081.871,27777777777.778
   75,  0.500,29069767441.860,26809651474.531
   76,  0.400,27322404371.585,27932960893.855
   77,  0.300,29154518950.437,28328611898.017
   78,  0.200,29325513196.481,27932960893.855
   79,  0.100,28901734104.046,28011204481.793
   80,  0.000,28901734104.046,27173913043.478
   81,  0.000,29585798816.568,27855153203.343
   82, -0.100,29069767441.860,27932960893.855
   83, -0.200,29325513196.481,28089887640.449
   84, -0.300,29498525073.746,28169014084.507
   85, -0.400,29411764705.882,27700831024.931
   86, -0.500,28901734104.046,27932960893.855
   87, -0.600,28571428571.429,26881720430.108
   88, -0.700,28571428571.429,27027027027.027
   89, -0.800,26041666666.667,25445292620.865
   90, -0.900,23310023310.023,23419203747.073
   91, -1.000,15974440894.569,16949152542.373
   92, -1.100,9765625000.000,10416666666.667
   93, -1.200,6877579092.160,7462686567.164
   94, -1.300,5720823798.627,6265664160.401
   95, -1.400,5017561465.128,5633802816.901
   96, -1.500,4761904761.905,5227391531.626
   97, -1.600,4566210045.662,4995004995.005
   98, -1.700,4219409282.700,4653327128.897
   99, -1.800,3932363350.374,4364906154.518
  100, -1.900,3745318352.060,4191114836.547
  101, -2.000,3782148260.212,4144218814.753
  102, -2.100,3556187766.714,3951007506.914
  103, -2.200,3546099290.780,3952569169.960
  104, -2.300,3438789546.080,3796507213.364
  105, -2.400,3385240352.065,3749531308.586
  106, -2.500,3298153034.301,3667033370.004
  107, -2.600,3170577045.022,3572704537.335
  108, -2.700,3153579312.520,3551136363.636
  109, -2.800,3216468317.787,3562522265.764
  110, -2.900,3187759005.419,3557452863.750
  111, -3.000,3118178983.474,3500175008.750
  112, -3.100,3164556962.025,3508771929.825
  113, -3.200,3111387678.905,3480682213.714
  114, -3.300,3135779241.141,3451846738.005
  115, -3.400,3109452736.318,3415300546.448
  116, -3.500,3105590062.112,3423485107.840
  117, -3.600,3103662321.539,3411804844.763
  118, -3.700,3120124804.992,3434065934.066
  119, -3.800,3143665513.989,3451846738.005
  120, -3.900,3170577045.022,3471017007.983
  121, -4.000,3182686187.142,3510003510.004
  122, -3.900,3180661577.608,3518648838.846
  123, -3.800,3212335367.812,3534817956.875
  124, -3.700,3205128205.128,3548616039.744
  125, -3.600,3250975292.588,3563791874.555
  126, -3.500,3279763857.002,3586800573.888
  127, -3.400,3278688524.590,3603603603.604
  128, -3.300,3292723081.989,3611412062.116
  129, -3.200,3292723081.989,3589375448.672
  130, -3.100,3262642740.620,3562522265.764
  131, -3.000,3278688524.590,3576537911.302
  132, -2.900,3286230693.395,3599712023.038
  133, -2.800,3265839320.705,3575259206.292
  134, -2.700,3270111183.780,3565062388.592
  135, -2.600,3279763857.002,3588087549.336
  136, -2.500,3280839895.013,3591954022.989
  137, -2.400,3309066843.150,3610108303.249
  138, -2.300,3318951211.417,3608805485.384
  139, -2.200,3295978905.735,3594536304.817
  140, -2.100,3298153034.301,3606202668.590
  141, -2.000,3304692663.582,3604902667.628
  142, -1.900,3303600925.008,3615328994.939
  143, -1.800,3313452617.628,3615328994.939
  144, -1.700,3303600925.008,3620564808.110
  145, -1.600,3310162197.948,3619254433.587
  146, -1.500,3305785123.967,3633720930.233
  147, -1.400,3307972213.033,3617945007.236
  148, -1.300,3298153034.301,3610108303.249
  149, -1.200,3304692663.582,3624501631.026
  150, -1.100,3301419610.432,3629764065.336
  151, -1.000,3307972213.033,3617945007.236
  152, -0.900,3300330033.003,3625815808.557
  153, -0.800,3315649867.374,3620564808.110
  154, -0.700,3312355084.465,3628447024.673
  155, -0.600,3311258278.146,3629764065.336
  156, -0.500,3309066843.150,3621876131.836
