Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:55:52
Device ID	LBE247_ID305ZR500Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,5,0,0.000000,5e-4s-3V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,36005804135.627,50752146815.810
    1,  0.100,39168223603.555,51104104170.606
    2,  0.200,58285248003.730,79754356581.728
    3,  0.300,58187912043.152,77991561313.066
    4,  0.400,59283499623.550,77158112403.938
    5,  0.500,59553940982.044,79670482882.797
    6,  0.600,64259918518.423,85276209643.034
    7,  0.700,72897986557.611,96526028243.516
    8,  0.800,82768438738.940,109402008620.878
    9,  0.900,87091323962.307,125792492704.035
   10,  1.000,88033593619.325,125255207485.251
   11,  1.100,96251949101.969,138368086784.464
   12,  1.200,100155240622.966,142767403346.468
   13,  1.300,107584722969.338,146920545369.064
   14,  1.400,120762737449.733,173937243442.566
   15,  1.500,126132035014.253,179898177631.461
   16,  1.600,146644767714.688,200754838191.600
   17,  1.700,153532003746.181,217689444238.849
   18,  1.800,147136719439.703,226685405993.562
   19,  1.900,154959478096.478,220317698120.690
   20,  2.000,146533028544.634,218693959672.834
   21,  2.100,136418203645.094,206812400471.532
   22,  2.200,141426712677.491,234076917675.148
   23,  2.300,147000455701.413,214265818174.027
   24,  2.400,148550886106.036,237540975818.329
   25,  2.500,160480156628.633,233366782572.169
   26,  2.600,139856227797.824,200553527736.553
   27,  2.700,131247375052.499,201328769881.216
   28,  2.800,116577290743.763,179497765252.823
   29,  2.900,111719360965.255,173406395227.856
   30,  3.000,132998177924.962,224029392656.317
   31,  2.900,112824794376.812,174361835681.406
   32,  2.800,120993599438.590,196240040817.928
   33,  2.700,120794829981.277,192931007871.585
   34,  2.600,108378762097.779,171839021204.935
   35,  2.500,114876507754.164,178580995410.468
   36,  2.400,121836811774.309,188757597493.299
   37,  2.300,125531941602.541,192574333692.805
   38,  2.200,116250682972.762,185415237424.212
   39,  2.100,120691319880.274,193790938335.723
   40,  2.000,119555730903.961,183422293145.509
   41,  1.900,114416475972.540,179131213613.972
   42,  1.800,112663361874.718,169580627109.159
   43,  1.700,111536187916.169,184199377406.104
   44,  1.600,114242628494.396,179852880343.879
   45,  1.500,116090085906.664,179507431607.669
   46,  1.400,118326391518.364,177996119684.591
   47,  1.300,117593104340.361,182708470364.686
   48,  1.200,118850949024.828,196823272383.727
   49,  1.100,119565737242.336,188654328673.571
   50,  1.000,120241444821.201,177402472990.474
   51,  0.900,119796346211.441,182688443129.088
   52,  0.800,118826940443.937,186212803992.403
   53,  0.700,119114266315.677,184358983813.281
   54,  0.600,120589441188.530,183668221724.277
   55,  0.500,123834408628.782,179846411164.865
   56,  0.400,119577175108.815,186873972193.153
   57,  0.300,117506051561.655,188185701650.389
   58,  0.200,119468603650.961,185322461082.283
   59,  0.100,118776130748.765,188512074198.352
   60,  0.000,119977444240.483,182268883056.285
   61,  0.000,120425342309.036,185918530499.935
   62, -0.100,116292592161.879,168531751381.960
   63, -0.200,109372094803.732,170346143363.314
   64, -0.300,107933081489.477,167841557569.654
   65, -0.400,106828476198.616,159943699817.664
   66, -0.500,93756738765.599,137159159488.671
   67, -0.600,75091987684.914,109494246077.369
   68, -0.700,56284122249.114,80818530072.575
   69, -0.800,36125079475.175,50144667365.349
   70, -0.900,28873027972.189,39186949178.446
   71, -1.000,25176233635.448,34834951997.436
   72, -1.100,23382514555.615,32455941060.011
   73, -1.200,22281143468.283,28627046833.849
   74, -1.300,22298532756.545,28402635764.599
   75, -1.400,21425204610.704,27356038845.575
   76, -1.500,20928383073.124,26604943198.446
   77, -1.600,20473343706.494,26170474470.702
   78, -1.700,20220402386.007,25679215243.182
   79, -1.800,20138147693.175,26130810839.060
   80, -1.900,20121938950.037,25779175581.965
   81, -2.000,19872813990.461,24808355454.117
   82, -1.900,19533157534.916,25042572373.034
   83, -1.800,19729313814.466,25090954710.827
   84, -1.700,19681552480.860,24322023592.363
   85, -1.600,19323298100.520,24777006937.562
   86, -1.500,19308374041.822,24852129827.526
   87, -1.400,19622848845.195,24585125998.771
   88, -1.300,19600925163.668,25018764073.055
   89, -1.200,19582117610.198,24998125140.614
   90, -1.100,19936999082.898,25317737606.967
   91, -1.000,19926669854.934,24862633947.440
   92, -0.900,20086774867.427,24624476729.869
   93, -0.800,19861367653.777,25342118601.115
   94, -0.700,20285210053.350,25513458349.279
   95, -0.600,20373652792.209,25542131746.316
   96, -0.500,20865936358.894,25885276454.753
   97, -0.400,22834699609.527,30855055292.259
   98, -0.300,24801587301.587,32966308432.782
   99, -0.200,25152803279.926,33301031332.940
  100, -0.100,24984384759.525,33270894953.803
  101,  0.000,27525157994.407,34395820219.927
