Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:38:37
Device ID	LBE247_ID300ZR1000Oct
N	3
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,6863417982.155,8176614881.439
    1,  0.100,6925207756.233,8257638315.442
    2,  0.200,6949270326.616,8326394671.107
    3,  0.300,7462686567.164,8802816901.408
    4,  0.400,7961783439.490,9442870632.672
    5,  0.500,8920606601.249,10526315789.474
    6,  0.600,9596928982.726,11235955056.180
    7,  0.700,11074197120.709,12886597938.144
    8,  0.800,12738853503.185,14792899408.284
    9,  0.900,13605442176.871,15974440894.569
   10,  1.000,14471780028.944,17271157167.530
   11,  1.100,15873015873.016,18382352941.176
   12,  1.200,17331022530.329,20161290322.581
   13,  1.300,18083182640.145,20833333333.333
   14,  1.400,19841269841.270,23041474654.378
   15,  1.500,22026431718.062,25188916876.574
   16,  1.600,24813895781.638,28735632183.908
   17,  1.700,28248587570.621,32786885245.902
   18,  1.800,30303030303.030,35971223021.583
   19,  1.900,29411764705.882,36496350364.964
   20,  2.000,31055900621.118,34722222222.222
   21,  2.100,30211480362.538,36101083032.491
   22,  2.200,31347962382.445,36101083032.491
   23,  2.300,30487804878.049,34843205574.913
   24,  2.400,30030030030.030,35335689045.936
   25,  2.500,28571428571.429,33670033670.034
   26,  2.600,27027027027.027,32362459546.926
   27,  2.700,27397260273.973,32258064516.129
   28,  2.800,28089887640.449,33783783783.784
   29,  2.900,28985507246.377,34364261168.385
   30,  3.000,30395136778.116,35971223021.583
   31,  2.900,30864197530.864,35971223021.583
   32,  2.800,30581039755.352,37453183520.599
   33,  2.700,31152647975.078,38461538461.538
   34,  2.600,30674846625.767,36363636363.636
   35,  2.500,32786885245.902,38610038610.039
   36,  2.400,32051282051.282,37313432835.821
   37,  2.300,31847133757.962,38167938931.298
   38,  2.200,32362459546.926,39370078740.157
   39,  2.100,31746031746.032,37735849056.604
   40,  2.000,32051282051.282,38314176245.211
   41,  1.900,33112582781.457,38759689922.481
   42,  1.800,32894736842.105,38314176245.211
   43,  1.700,32258064516.129,38167938931.298
   44,  1.600,32051282051.282,38167938931.298
   45,  1.500,32894736842.105,37735849056.604
   46,  1.400,31746031746.032,39215686274.510
   47,  1.300,32467532467.532,39062500000.000
   48,  1.200,31847133757.962,43290043290.043
   49,  1.100,34129692832.765,40000000000.000
   50,  1.000,32467532467.532,37313432835.821
   51,  0.900,32786885245.902,39525691699.605
   52,  0.800,32467532467.532,38610038610.039
   53,  0.700,31645569620.253,36101083032.491
   54,  0.600,33557046979.866,39370078740.157
   55,  0.500,34013605442.177,38022813688.213
   56,  0.400,31746031746.032,39682539682.540
   57,  0.300,33003300330.033,40000000000.000
   58,  0.200,31948881789.137,39682539682.540
   59,  0.100,32573289902.280,39840637450.199
   60,  0.000,32679738562.092,39682539682.540
   61,  0.000,33333333333.333,40485829959.514
   62, -0.100,32894736842.105,39682539682.540
   63, -0.200,32786885245.902,39370078740.157
   64, -0.300,33333333333.333,38461538461.538
   65, -0.400,30959752321.981,34722222222.222
   66, -0.500,27173913043.478,31746031746.032
   67, -0.600,20449897750.511,24154589371.981
   68, -0.700,14513788098.694,17182130584.192
   69, -0.800,8976660682.226,10615711252.654
   70, -0.900,7067137809.187,8438818565.401
   71, -1.000,6715916722.633,7818608287.725
   72, -1.100,6277463904.583,7479431563.201
   73, -1.200,6123698714.023,7189072609.633
   74, -1.300,6049606775.560,7047216349.542
   75, -1.400,5485463521.668,6680026720.107
   76, -1.500,5500550055.006,6540222367.560
   77, -1.600,5257623554.154,6385696040.868
   78, -1.700,5458515283.843,6397952655.150
